"Juturna-vq PTA balloon catheter 0.035""";3 mm x 120 mm, shaft 120cm;12PVQ030120APO;04051649123717;60;85;;12PVQ030120APO;04051649123717
"Juturna-vq PTA balloon catheter 0.035""";3 mm x 150 mm, shaft 120cm;12PVQ030150APO;04051649123830;60;85;;12PVQ030150APO;04051649123830
"Juturna-vq PTA balloon catheter 0.035""";3 mm x 200 mm, shaft 120cm;12PVQ030200APO;04051649124073;60;85;;12PVQ030200APO;04051649124073
"Juturna-vq PTA balloon catheter 0.035""";3 mm x 220 mm, shaft 120cm;12PVQ030220APO;04051649154742;60;85;;12PVQ030220APO;04051649154742
"Juturna-vq PTA balloon catheter 0.035""";3 mm x 280 mm, shaft 120cm;12PVQ030280APO;04051649124318;60;85;;12PVQ030280APO;04051649124318
"Juturna-vq PTA balloon catheter 0.035""";3.5 mm x 10 mm, shaft 120cm;12PVQ035010APO;04051649122765;60;85;;12PVQ035010APO;04051649122765
"Juturna-vq PTA balloon catheter 0.035""";3.5 mm x 15 mm, shaft 120cm;12PVQ035015APO;04051649122888;60;85;;12PVQ035015APO;04051649122888
"Juturna-vq PTA balloon catheter 0.035""";3.5 mm x 20 mm, shaft 120cm;12PVQ035020APO;04051649123007;60;85;;12PVQ035020APO;04051649123007
"Juturna-vq PTA balloon catheter 0.035""";3.5 mm x 30 mm, shaft 120cm;12PVQ035030APO;04051649123120;60;85;;12PVQ035030APO;04051649123120
"Juturna-vq PTA balloon catheter 0.035""";3.5 mm x 40 mm, shaft 120cm;12PVQ035040APO;04051649123243;60;85;;12PVQ035040APO;04051649123243
"Juturna-vq PTA balloon catheter 0.035""";3.5 mm x 60 mm, shaft 120cm;12PVQ035060APO;04051649123366;60;85;;12PVQ035060APO;04051649123366
"Juturna-vq PTA balloon catheter 0.035""";3.5 mm x 80 mm, shaft 120cm;12PVQ035080APO;04051649123489;60;85;;12PVQ035080APO;04051649123489
